(0.0,1.03855332759e-16)
(0.01,1.5249677975e-16)
(0.02,2.11076512414e-16)
(0.03,3.09933546851e-16)
(0.04,4.55089878846e-16)
(0.05,7.08883898617e-16)
(0.06,9.81192270637e-16)
(0.07,1.52838172683e-15)
(0.08,2.11548874365e-15)
(0.09,3.1062676547e-15)
(0.1,4.83856152918e-15)
(0.11,7.10467522997e-15)
(0.12,9.8338333701e-15)
(0.13,1.44394500238e-14)
(0.14,2.24919726044e-14)
(0.15,3.113192274e-14)
(0.16,4.84933955713e-14)
(0.17,7.12049138447e-14)
(0.18,1.04553176e-13)
(0.19,1.53519796707e-13)
(0.2,2.25419474691e-13)
(0.21,3.30992663649e-13)
(0.22,4.58137907891e-13)
(0.23,7.13628014832e-13)
(0.24,1.04784844764e-12)
(0.25,1.53859719374e-12)
(0.26,2.25918228086e-12)
(0.27,3.31724450314e-12)
(0.28,4.59150248781e-12)
(0.29,6.74187661672e-12)
(0.3,1.0501596361e-11)
(0.31,1.54198800086e-11)
(0.32,2.26415692861e-11)
(0.33,3.32454265193e-11)
(0.34,4.88154328081e-11)
(0.35,7.16773970889e-11)
(0.36,1.05246375761e-10)
(0.37,1.54536798214e-10)
(0.38,2.26911497271e-10)
(0.39,3.33181528952e-10)
(0.4,4.89221063273e-10)
(0.41,7.18338562887e-10)
(0.42,1.05475842998e-09)
(0.43,1.54873316463e-09)
(0.44,2.27404960909e-09)
(0.45,3.33905041629e-09)
(0.46,4.90281686084e-09)
(0.47,7.19892986735e-09)
(0.48,1.05703576743e-08)
(0.49,1.55206796449e-08)
(0.5,2.2789293954e-08)
(0.51,3.34618352479e-08)
(0.52,4.9132278877e-08)
(0.53,7.21409098119e-08)
(0.54,1.05923625617e-07)
(0.55,1.55524585446e-07)
(0.56,2.28348428162e-07)
(0.57,3.3526366306e-07)
(0.58,4.92220422475e-07)
(0.59,7.22620727553e-07)
(0.6,1.06078780992e-06)
(0.61,1.55703658738e-06)
(0.62,2.2850681211e-06)
(0.63,3.35271864554e-06)
(0.64,4.91751112749e-06)
(0.65,7.20899781224e-06)
(0.66,1.05605264503e-05)
(0.67,1.54537066116e-05)
(0.68,2.25792053473e-05)
(0.69,3.29169146714e-05)
(0.7,4.78357697618e-05)
(0.71,6.92065982001e-05)
(0.72,9.95081394257e-05)
(0.73,0.000141886436166)
(0.74,0.000200107301917)
(0.75,0.00027833815245)
(0.76,0.000380734231792)
(0.77,0.000510892791027)
(0.78,0.000671334543685)
(0.79,0.000863194415382)
(0.8,0.0010862152618)
(0.81,0.0013389999238)
(0.82,0.00161938917057)
(0.83,0.00192483474232)
(0.84,0.00225269168591)
